Open Time,Open,High,Low,Close,Volume,Close Time,Quote Asset Volume,Number of Trades,TB Base Volume,TB Quote Volume
2020-07-24,0.5388,0.778,0.5388,0.6133,2205559.84,2020-07-24 23:59:59.999000064,1499323.210456,6981,1153083.83,794889.532171
2020-07-25,0.6132,0.7,0.523,0.5323,1195294.37,2020-07-25 23:59:59.999000064,756835.51006,4000,516691.01,334871.779115
2020-07-26,0.5325,0.65,0.481,0.499,1313187.26,2020-07-26 23:59:59.999000064,763562.30036,3590,494572.77,290824.272779
2020-07-27,0.5059,0.5226,0.3908,0.4308,1901700.92,2020-07-27 23:59:59.999000064,864124.805073,5179,708430.75,322438.644673
2020-07-28,0.4308,0.5722,0.4261,0.493,1010111.2,2020-07-28 23:59:59.999000064,511686.029448,2677,464696.89,235467.402624
2020-07-29,0.4953,0.604,0.4637,0.5048,1070854.54,2020-07-29 23:59:59.999000064,564429.079058,2693,423724.59,226881.911195
2020-07-30,0.502,0.5852,0.489,0.489,610287.15,2020-07-30 23:59:59.999000064,320322.796877,1499,165858.57,89273.811716
2020-07-31,0.489,0.5147,0.44,0.4607,686424.3,2020-07-31 23:59:59.999000064,330297.591931,1821,198117.15,95059.177681
2020-08-01,0.4605,0.4992,0.44,0.445,373179.34,2020-08-01 23:59:59.999000064,174937.059482,1415,171101.23,80969.756459
2020-08-02,0.4437,0.55,0.39,0.4771,582796.8,2020-08-02 23:59:59.999000064,266714.584249,1382,335677.21,156826.91085
2020-08-03,0.476,0.5072,0.445,0.4576,437506.71,2020-08-03 23:59:59.999000064,206688.516856,1258,166968.68,79727.860722
2020-08-04,0.4582,0.5165,0.4392,0.5019,536927.1,2020-08-04 23:59:59.999000064,256899.791028,1126,297789.36,144121.864146
2020-08-05,0.5043,0.6314,0.46,0.5599,847421.63,2020-08-05 23:59:59.999000064,477055.722192,3560,509643.78,288394.748588
2020-08-06,0.5599,0.614,0.5118,0.5827,515816.16,2020-08-06 23:59:59.999000064,295402.779455,2218,279595.96,162147.056317
2020-08-07,0.5827,0.6365,0.5686,0.5862,330768.94,2020-08-07 23:59:59.999000064,196404.528226,1492,157519.17,94062.751743
2020-08-08,0.584,0.7,0.5815,0.662,678212.63,2020-08-08 23:59:59.999000064,449267.782931,2907,377855.99,250437.506622
2020-08-09,0.6588,0.8063,0.6277,0.7684,982887.2,2020-08-09 23:59:59.999000064,688619.598284,3560,612503.35,434464.095395
2020-08-10,0.7825,0.95,0.71,0.7925,998818.58,2020-08-10 23:59:59.999000064,822484.663993,5230,477868.87,395477.143148
2020-08-11,0.7947,0.82,0.69,0.7637,817690.3,2020-08-11 23:59:59.999000064,616073.324745,3528,337318.3,254647.31291
2020-08-12,0.7637,0.9604,0.7101,0.8987,805884.5,2020-08-12 23:59:59.999000064,651405.813787,2763,422045.68,350417.832567
2020-08-13,0.8929,0.9399,0.78,0.8271,616099.56,2020-08-13 23:59:59.999000064,528423.872196,2160,250038.32,214502.513368
2020-08-14,0.84,1.02,0.805,0.96,942135.91,2020-08-14 23:59:59.999000064,877563.332464,3503,488364.98,454008.530102
2020-08-15,0.9624,1.05,0.861,0.8771,669087.72,2020-08-15 23:59:59.999000064,629160.449905,2841,280912.03,266115.162408
